frame,phase,state,detected,total_us,acquire_us,border_us,threshold_us,morphology_us,blobs_us,track_us,control_us,roi_w,roi_h,border,err,left,right
633,aquisicao,TRACKING,1,151,0,0,31,102,18,0,0,131,131,0,-0.4375,0.212,0.770
634,aquisicao,TRACKING,1,147,0,0,27,101,19,0,0,131,131,0,-0.4250,0.226,0.766
635,aquisicao,TRACKING,1,147,0,0,28,101,17,1,0,131,131,0,-0.4125,0.241,0.763
636,aquisicao,TRACKING,1,140,0,0,26,96,18,0,0,131,131,0,-0.4000,0.255,0.759
637,aquisicao,TRACKING,1,140,0,0,26,96,18,0,0,131,131,0,-0.3875,0.270,0.756
638,aquisicao,TRACKING,1,140,0,0,27,96,17,0,0,131,131,0,-0.3750,0.284,0.752
639,aquisicao,TRACKING,1,140,0,0,26,96,17,1,0,131,131,0,-0.3625,0.298,0.748
640,aquisicao,TRACKING,1,138,0,0,26,95,17,0,0,131,131,0,-0.3500,0.313,0.745
641,aquisicao,TRACKING,1,139,0,0,26,96,17,0,0,131,131,0,-0.3375,0.327,0.741
642,aquisicao,TRACKING,1,132,0,0,25,91,16,0,0,131,131,0,-0.3250,0.342,0.738
643,aquisicao,TRACKING,1,136,0,0,28,91,16,1,0,131,131,0,-0.3187,0.342,0.743
644,aquisicao,TRACKING,1,134,0,0,25,93,16,0,0,131,131,0,-0.3063,0.359,0.737
645,aquisicao,TRACKING,1,131,0,0,25,90,15,0,0,131,131,0,-0.2937,0.375,0.731
646,aquisicao,TRACKING,1,132,0,0,25,91,16,0,0,131,131,0,-0.2812,0.390,0.727
647,aquisicao,TRACKING,1,126,0,0,24,87,14,1,0,131,131,0,-0.2688,0.405,0.722
648,aquisicao,TRACKING,1,130,0,0,23,90,17,0,0,131,131,0,-0.2562,0.420,0.718
649,aquisicao,TRACKING,1,132,0,0,25,91,15,1,0,131,131,0,-0.2438,0.435,0.715
650,aquisicao,TRACKING,1,144,0,0,26,99,19,0,0,131,131,0,-0.2313,0.449,0.711
651,aquisicao,TRACKING,1,150,0,0,27,103,19,0,0,131,131,0,-0.2188,0.464,0.707
652,aquisicao,TRACKING,1,156,0,0,29,107,20,0,0,131,131,0,-0.2062,0.478,0.703
653,aquisicao,TRACKING,1,147,0,0,27,101,18,0,0,131,131,0,-0.1937,0.493,0.700
654,aquisicao,TRACKING,1,147,0,0,28,101,17,0,0,131,131,0,-0.1813,0.507,0.696
655,aquisicao,TRACKING,1,175,0,0,28,124,22,0,0,131,131,0,-0.1688,0.522,0.693
656,aquisicao,TRACKING,1,170,0,0,35,114,21,0,0,131,131,0,-0.1562,0.536,0.689
657,aquisicao,TRACKING,1,175,0,0,32,121,20,0,1,131,131,0,-0.1437,0.550,0.685
658,aquisicao,TRACKING,1,194,0,0,35,134,25,0,0,131,131,0,-0.1312,0.565,0.682
659,aquisicao,TRACKING,1,194,0,0,35,135,23,1,0,131,131,0,-0.1187,0.579,0.678
660,aquisicao,TRACKING,1,175,0,0,33,121,21,0,0,131,131,0,-0.1063,0.594,0.675
661,aquisicao,TRACKING,1,177,0,0,33,119,24,0,0,131,131,0,-0.0938,0.608,0.671
662,aquisicao,TRACKING,1,155,0,0,28,107,20,0,0,131,131,0,-0.0812,0.622,0.667
663,aquisicao,TRACKING,1,172,0,0,31,120,21,0,0,131,131,0,-0.0688,0.637,0.664
664,aquisicao,TRACKING,1,185,0,0,32,130,22,0,0,131,131,0,-0.0500,0.666,0.651
665,aquisicao,TRACKING,1,165,0,0,30,114,21,0,0,131,131,0,-0.0375,0.677,0.650
666,aquisicao,TRACKING,1,156,0,0,29,107,20,0,0,131,131,0,-0.0250,0.690,0.649
667,aquisicao,TRACKING,1,147,0,0,27,101,19,0,0,131,131,0,-0.0125,0.703,0.646
668,aquisicao,TRACKING,1,139,0,0,26,96,17,0,0,131,131,0,0.0000,0.717,0.643
669,aquisicao,TRACKING,1,139,0,0,25,95,18,0,0,131,131,0,0.0125,0.720,0.629
670,aquisicao,TRACKING,1,139,0,0,26,96,17,0,0,131,131,0,0.0250,0.724,0.615
671,aquisicao,TRACKING,1,139,0,0,26,96,17,0,0,131,131,0,0.0375,0.727,0.601
672,aquisicao,TRACKING,1,131,0,0,24,91,16,0,0,131,131,0,0.0500,0.731,0.586
673,aquisicao,TRACKING,1,132,0,0,24,91,17,0,0,131,131,0,0.0625,0.734,0.572
674,aquisicao,TRACKING,1,126,0,0,24,86,16,0,0,131,131,0,0.0750,0.738,0.558
675,aquisicao,TRACKING,1,128,0,0,24,89,15,0,0,131,131,0,0.0875,0.741,0.543
676,aquisicao,TRACKING,1,130,0,0,24,90,16,0,0,131,131,0,0.1000,0.745,0.529
677,aquisicao,TRACKING,1,125,0,0,23,87,14,0,0,131,131,0,0.1125,0.748,0.514
678,aquisicao,TRACKING,1,126,0,0,24,86,16,0,0,131,131,0,0.1250,0.752,0.500
679,aquisicao,TRACKING,1,123,0,0,24,84,15,0,0,131,131,0,0.1375,0.756,0.486
680,aquisicao,TRACKING,1,120,0,0,22,82,15,0,0,131,131,0,0.1500,0.759,0.471
681,aquisicao,TRACKING,1,120,0,0,23,82,15,0,0,131,131,0,0.1625,0.763,0.457
682,aquisicao,TRACKING,1,119,0,0,22,83,14,0,0,131,131,0,0.1750,0.766,0.442
683,aquisicao,TRACKING,1,122,0,0,24,83,15,0,0,131,131,0,0.1875,0.770,0.428
684,aquisicao,TRACKING,1,119,0,0,22,82,14,0,0,131,131,0,0.2000,0.774,0.414
685,aquisicao,TRACKING,1,120,0,0,22,83,15,0,0,131,131,0,0.2062,0.768,0.414
686,aquisicao,TRACKING,1,118,0,0,22,82,13,0,0,131,131,0,0.2188,0.775,0.396
687,aquisicao,TRACKING,1,121,0,0,23,82,15,0,1,131,131,0,0.2313,0.780,0.380
688,aquisicao,TRACKING,1,120,0,0,22,83,15,0,0,131,131,0,0.2438,0.785,0.365
689,aquisicao,TRACKING,1,119,0,0,22,83,14,0,0,131,131,0,0.2562,0.789,0.350
690,aquisicao,TRACKING,1,128,0,0,23,89,15,0,0,131,131,0,0.2688,0.793,0.335
691,aquisicao,TRACKING,1,132,0,0,24,91,15,1,0,131,131,0,0.2812,0.797,0.320
692,aquisicao,TRACKING,1,139,0,0,26,95,18,0,0,131,131,0,0.2937,0.800,0.306
693,aquisicao,TRACKING,1,132,0,0,24,91,17,0,0,131,131,0,0.3063,0.804,0.291
694,aquisicao,TRACKING,1,127,0,0,23,87,15,0,1,131,131,0,0.3187,0.808,0.277
695,aquisicao,TRACKING,1,129,0,0,23,89,15,0,0,131,131,0,0.3313,0.811,0.262
696,aquisicao,TRACKING,1,133,0,0,25,91,16,0,0,131,131,0,0.3438,0.815,0.248
697,aquisicao,TRACKING,1,126,0,0,23,86,16,0,0,131,131,0,0.3562,0.819,0.234
698,aquisicao,TRACKING,1,119,0,0,22,83,14,0,0,131,131,0,0.3688,0.822,0.219
699,aquisicao,TRACKING,1,120,0,0,23,82,15,0,0,131,131,0,0.3812,0.826,0.205
700,aquisicao,TRACKING,1,120,0,0,22,83,15,0,0,131,131,0,0.3938,0.829,-0.210
701,aquisicao,TRACKING,1,120,0,0,23,82,15,0,0,131,131,0,0.4062,0.833,-0.224
702,aquisicao,TRACKING,1,120,0,0,22,82,15,0,0,131,131,0,0.4187,0.837,-0.238
703,aquisicao,TRACKING,1,119,0,0,22,83,14,0,0,131,131,0,0.4313,0.840,-0.253
704,aquisicao,TRACKING,1,120,0,0,23,82,15,0,0,131,131,0,0.4437,0.844,-0.267
705,aquisicao,TRACKING,1,119,0,0,22,83,14,0,0,131,131,0,0.4563,0.847,-0.282
706,aquisicao,TRACKING,1,120,0,0,22,83,15,0,0,131,131,0,0.4688,0.851,-0.296
707,aquisicao,TRACKING,1,122,0,0,22,86,14,0,0,131,131,0,0.4812,0.855,-0.310
708,aquisicao,TRACKING,1,119,0,0,22,83,14,0,0,131,131,0,0.4938,0.858,-0.325
709,aquisicao,TRACKING,1,120,0,0,23,82,14,1,0,131,131,0,0.5063,0.862,-0.339
710,aquisicao,TRACKING,1,119,0,0,22,83,14,0,0,131,131,0,0.5188,0.865,-0.354
711,aquisicao,TRACKING,1,119,0,0,23,82,14,0,0,131,131,0,0.5312,0.869,-0.368
712,aquisicao,TRACKING,1,119,0,0,22,83,14,0,0,131,131,0,0.5437,0.873,-0.382
713,aquisicao,TRACKING,1,120,0,0,23,82,14,1,0,131,131,0,0.5562,0.876,-0.397
714,aquisicao,TRACKING,1,122,0,0,22,83,17,0,0,131,131,0,0.5750,0.889,-0.426
715,aquisicao,TRACKING,1,120,0,0,22,83,14,0,0,131,131,0,0.5875,0.890,-0.437
716,aquisicao,TRACKING,1,120,0,0,22,83,15,0,0,131,131,0,0.6000,0.891,-0.450
717,aquisicao,TRACKING,1,120,0,0,22,83,15,0,0,131,131,0,0.6125,0.894,-0.463
718,aquisicao,TRACKING,1,120,0,0,22,83,14,0,0,131,131,0,0.6250,0.897,-0.477
719,aquisicao,TRACKING,1,118,0,0,22,83,13,0,0,131,131,0,0.6375,0.900,-0.491
720,aquisicao,TRACKING,1,121,0,0,24,81,16,0,0,129,131,0,0.6500,0.904,-0.505
721,aquisicao,TRACKING,1,121,0,0,21,83,17,0,0,127,131,0,0.6625,0.907,-0.519
722,aquisicao,TRACKING,1,119,0,0,21,82,16,0,0,125,131,0,0.6750,0.911,-0.534
723,aquisicao,TRACKING,1,118,0,0,20,80,17,0,0,123,131,0,0.6875,0.914,-0.548
724,aquisicao,TRACKING,1,119,0,0,22,80,17,0,0,121,131,0,0.7000,0.918,-0.562
725,aquisicao,TRACKING,1,120,0,0,22,82,16,0,0,119,131,0,0.7125,0.921,-0.577
726,aquisicao,TRACKING,1,118,0,0,21,80,17,0,0,117,131,0,0.7250,0.925,-0.591
727,aquisicao,TRACKING,1,109,0,0,19,75,14,0,0,115,131,0,0.7375,0.928,-0.606
728,aquisicao,TRACKING,1,108,0,0,19,72,17,0,0,113,131,0,0.7500,0.932,-0.620
729,aquisicao,TRACKING,1,108,0,0,19,74,15,0,0,111,131,0,0.7625,0.936,-0.634
730,aquisicao,TRACKING,1,106,0,0,19,72,15,0,0,109,131,0,0.7750,0.939,-0.649
731,aquisicao,TRACKING,1,103,0,0,18,71,14,0,0,107,131,0,0.7875,0.943,-0.663
732,aquisicao,TRACKING,1,102,0,0,19,69,14,0,0,105,131,0,0.8000,0.946,-0.678
733,aquisicao,TRACKING,1,101,0,0,18,69,14,0,0,103,131,0,0.8125,0.950,-0.692
734,aquisicao,TRACKING,1,100,0,0,18,68,14,0,0,101,131,0,0.8250,0.954,-0.706
735,aquisicao,TRACKING,1,101,0,0,18,69,14,0,0,99,131,0,0.8375,0.957,-0.721
736,aquisicao,TRACKING,1,99,0,0,18,66,14,0,0,97,131,0,0.8500,0.961,-0.735
737,aquisicao,TRACKING,1,101,0,0,18,69,14,0,0,95,131,0,0.8625,0.964,-0.750
738,aquisicao,TRACKING,1,98,0,0,17,67,13,0,1,93,131,0,0.8750,0.968,-0.764
739,aquisicao,TRACKING,1,95,0,0,17,65,13,0,0,91,131,0,0.8750,0.954,-0.750
740,aquisicao,TRACKING,1,95,0,0,17,65,13,0,0,94,131,0,0.8625,0.927,-0.712
741,aquisicao,TRACKING,1,97,0,0,17,66,13,1,0,97,131,0,0.8500,0.910,-0.684
742,aquisicao,TRACKING,1,98,0,0,17,67,14,0,0,100,131,0,0.8250,0.880,-0.632
743,aquisicao,TRACKING,1,102,0,0,18,70,14,0,0,103,131,0,0.8000,0.859,-0.590
744,aquisicao,TRACKING,1,102,0,0,19,69,14,0,0,106,131,0,0.7688,0.834,-0.539
745,aquisicao,TRACKING,1,106,0,0,19,72,15,0,0,109,131,0,0.7437,0.825,-0.508
746,aquisicao,TRACKING,1,105,0,0,19,70,15,0,0,112,131,0,0.7125,0.808,-0.463
747,aquisicao,TRACKING,1,113,0,0,20,78,15,0,0,115,131,0,0.6812,0.794,-0.422
748,aquisicao,TRACKING,1,113,0,0,20,77,16,0,0,118,131,0,0.6500,0.782,-0.383
749,aquisicao,TRACKING,1,114,0,0,21,77,15,0,1,121,131,0,0.6187,0.771,-0.346
750,aquisicao,TRACKING,1,119,0,0,22,80,17,0,0,124,131,0,0.5938,0.770,-0.323
751,aquisicao,TRACKING,1,122,0,0,22,83,17,0,0,127,131,0,0.5625,0.757,-0.283
752,aquisicao,TRACKING,1,122,0,0,23,82,17,0,0,130,131,0,0.5375,0.755,-0.260
753,aquisicao,TRACKING,1,132,0,0,31,84,16,1,0,131,131,0,0.5125,0.751,-0.234
754,aquisicao,TRACKING,1,127,0,0,22,88,17,0,0,131,131,0,0.4875,0.746,-0.207
755,aquisicao,TRACKING,1,127,0,0,23,87,17,0,0,131,131,0,0.4625,0.740,0.221
756,aquisicao,TRACKING,1,131,0,0,24,90,17,0,0,131,131,0,0.4437,0.742,0.235
757,aquisicao,TRACKING,1,139,0,0,25,96,18,0,0,131,131,0,0.4187,0.732,0.266
758,aquisicao,TRACKING,1,145,0,0,26,100,19,0,0,131,131,0,0.4000,0.733,0.282
759,aquisicao,TRACKING,1,147,0,0,27,101,18,0,0,131,131,0,0.3812,0.731,0.300
760,aquisicao,TRACKING,1,143,0,0,27,99,17,0,0,131,131,0,0.3625,0.727,0.319
761,aquisicao,TRACKING,1,139,0,0,25,96,18,0,0,131,131,0,0.3438,0.723,0.340
762,aquisicao,TRACKING,1,145,0,0,26,100,18,0,0,131,131,0,0.3250,0.718,0.361
763,aquisicao,TRACKING,1,153,0,0,28,106,19,0,0,131,131,0,0.3063,0.714,0.382
764,aquisicao,TRACKING,1,166,0,0,30,114,22,0,0,131,131,0,0.2875,0.708,0.403
765,aquisicao,TRACKING,1,169,0,0,34,114,20,1,0,131,131,0,0.2688,0.703,0.425
766,aquisicao,TRACKING,1,167,0,0,32,114,21,0,0,131,131,0,0.2500,0.698,0.446
767,aquisicao,TRACKING,1,156,0,0,29,107,19,1,0,131,131,0,0.2313,0.693,0.468
768,aquisicao,TRACKING,1,147,0,0,27,101,18,0,0,131,131,0,0.2125,0.687,0.489
769,aquisicao,TRACKING,1,146,0,0,27,101,18,0,0,131,131,0,0.1937,0.682,0.511
770,aquisicao,TRACKING,1,147,0,0,27,102,18,0,0,131,131,0,0.1750,0.676,0.532
771,aquisicao,TRACKING,1,147,0,0,27,101,19,0,0,131,131,0,0.1562,0.671,0.554
772,aquisicao,TRACKING,1,139,0,0,26,96,17,0,0,131,131,0,0.1375,0.666,0.576
773,aquisicao,TRACKING,1,146,0,0,27,101,18,0,0,131,131,0,0.1187,0.660,0.597
774,aquisicao,TRACKING,1,155,0,0,29,107,19,0,0,131,131,0,0.1000,0.655,0.619
775,aquisicao,TRACKING,1,162,0,0,31,113,18,0,0,131,131,0,0.0812,0.649,0.640
776,aquisicao,TRACKING,1,145,0,0,27,101,17,0,0,131,131,0,0.0625,0.644,0.662
777,aquisicao,TRACKING,1,145,0,0,27,101,17,0,0,131,131,0,0.0437,0.639,0.684
778,aquisicao,TRACKING,1,145,0,0,27,101,17,0,0,131,131,0,0.0312,0.642,0.691
779,aquisicao,TRACKING,1,139,0,0,26,96,16,1,0,131,131,0,0.0125,0.634,0.715
780,aquisicao,TRACKING,1,138,0,0,26,96,16,0,0,131,131,0,-0.0063,0.621,0.733
781,aquisicao,TRACKING,1,138,0,0,26,96,16,0,0,131,131,0,-0.0250,0.599,0.740
782,aquisicao,TRACKING,1,138,0,0,25,96,16,1,0,131,131,0,-0.0437,0.577,0.746
783,aquisicao,TRACKING,1,131,0,0,24,91,16,0,0,131,131,0,-0.0625,0.555,0.751
784,aquisicao,TRACKING,1,131,0,0,25,91,15,0,0,131,131,0,-0.0812,0.533,0.757
785,aquisicao,TRACKING,1,131,0,0,25,91,15,0,0,131,131,0,-0.1000,0.511,0.763
786,aquisicao,TRACKING,1,131,0,0,25,91,15,0,0,131,131,0,-0.1187,0.489,0.768
787,aquisicao,TRACKING,1,132,0,0,25,91,16,0,0,131,131,0,-0.1375,0.468,0.774
788,aquisicao,TRACKING,1,131,0,0,25,91,15,0,0,131,131,0,-0.1562,0.446,0.779
789,aquisicao,TRACKING,1,125,0,0,23,87,14,1,0,131,131,0,-0.1750,0.424,0.784
790,aquisicao,TRACKING,1,125,0,0,23,86,14,0,1,131,131,0,-0.1937,0.403,0.790
791,aquisicao,TRACKING,1,125,0,0,23,87,14,0,0,131,131,0,-0.2125,0.381,0.795
792,aquisicao,TRACKING,1,125,0,0,23,86,15,0,0,131,131,0,-0.2313,0.360,0.801
793,aquisicao,TRACKING,1,125,0,0,24,86,15,0,0,131,131,0,-0.2500,0.338,0.806
794,aquisicao,TRACKING,1,127,0,0,23,89,15,0,0,131,131,0,-0.2688,0.316,0.811
795,aquisicao,TRACKING,1,119,0,0,22,82,14,0,0,131,131,0,-0.2875,0.295,0.817
796,aquisicao,TRACKING,1,119,0,0,22,83,14,0,0,131,131,0,-0.3063,0.273,0.822
797,aquisicao,TRACKING,1,119,0,0,22,83,14,0,0,131,131,0,-0.3250,0.252,0.828
798,aquisicao,TRACKING,1,125,0,0,23,87,14,0,1,131,131,0,-0.3438,0.230,0.833
799,aquisicao,TRACKING,1,131,0,0,24,91,16,0,0,131,131,0,-0.3688,-0.206,0.847
800,aquisicao,TRACKING,1,131,0,0,25,91,15,0,0,131,131,0,-0.3875,-0.225,0.850
801,aquisicao,TRACKING,1,125,0,0,23,87,14,0,0,131,131,0,-0.4062,-0.245,0.854
802,aquisicao,TRACKING,1,125,0,0,23,87,14,0,0,131,131,0,-0.4250,-0.265,0.858
803,aquisicao,TRACKING,1,128,0,0,23,90,15,0,0,131,131,0,-0.4437,-0.286,0.863
804,aquisicao,TRACKING,1,125,0,0,23,86,14,0,0,131,131,0,-0.4625,-0.307,0.868
805,aquisicao,TRACKING,1,125,0,0,23,87,14,0,0,131,131,0,-0.4812,-0.329,0.873
806,aquisicao,TRACKING,1,124,0,0,23,86,15,0,0,131,131,0,-0.5000,-0.350,0.878
807,aquisicao,TRACKING,1,125,0,0,24,86,15,0,0,131,131,0,-0.5188,-0.372,0.884
808,aquisicao,TRACKING,1,119,0,0,22,83,13,0,0,131,131,0,-0.5375,-0.393,0.889
809,aquisicao,TRACKING,1,119,0,0,22,83,13,1,0,131,131,0,-0.5562,-0.415,0.894
810,aquisicao,TRACKING,1,119,0,0,22,83,14,0,0,131,131,0,-0.5750,-0.436,0.900
811,aquisicao,TRACKING,1,118,0,0,22,82,14,0,0,131,131,0,-0.5938,-0.458,0.905
812,aquisicao,TRACKING,1,119,0,0,22,83,14,0,0,131,131,0,-0.6125,-0.480,0.910
813,aquisicao,TRACKING,1,125,0,0,23,87,14,1,0,131,131,0,-0.6313,-0.501,0.916
814,aquisicao,TRACKING,1,127,0,0,24,87,15,0,1,131,131,0,-0.6500,-0.523,0.921
815,aquisicao,TRACKING,1,131,0,0,25,91,15,0,0,131,131,0,-0.6687,-0.544,0.927
816,aquisicao,TRACKING,1,138,0,0,25,94,19,0,0,129,131,0,-0.6875,-0.566,0.932
817,aquisicao,TRACKING,1,147,0,0,27,100,20,0,0,126,131,0,-0.7063,-0.588,0.937
818,aquisicao,TRACKING,1,150,0,0,27,102,20,0,0,123,131,0,-0.7250,-0.609,0.943
819,aquisicao,TRACKING,1,137,0,0,25,93,19,0,0,120,131,0,-0.7375,-0.616,0.939
820,aquisicao,TRACKING,1,137,0,0,25,93,19,0,0,117,131,0,-0.7563,-0.641,0.947
821,aquisicao,TRACKING,1,132,0,0,24,89,19,0,0,114,131,0,-0.7750,-0.664,0.955
822,aquisicao,TRACKING,1,126,0,0,22,86,18,0,0,111,131,0,-0.7937,-0.687,0.961
823,aquisicao,TRACKING,1,122,0,0,21,83,16,0,1,108,131,0,-0.8125,-0.709,0.967
824,aquisicao,TRACKING,1,118,0,0,21,80,17,0,0,105,131,0,-0.8313,-0.731,0.973
825,aquisicao,TRACKING,1,117,0,0,20,80,17,0,0,102,131,0,-0.8500,-0.753,0.978
826,aquisicao,TRACKING,1,112,0,0,20,76,16,0,0,99,131,0,-0.8687,-0.775,0.984
827,aquisicao,TRACKING,1,107,0,0,19,72,16,0,0,96,131,0,-0.8875,-0.796,0.989
828,aquisicao,TRACKING,1,109,0,0,19,74,16,0,0,93,131,0,-0.9062,-0.818,0.995
829,aquisicao,TRACKING,1,102,0,0,17,70,15,0,0,92,131,0,-0.9125,-0.811,0.982
830,aquisicao,TRACKING,1,110,0,0,19,75,16,0,0,94,131,0,-0.9062,-0.781,0.958
831,aquisicao,TRACKING,1,108,0,0,20,72,16,0,0,96,131,0,-0.8938,-0.745,0.933
832,aquisicao,TRACKING,1,106,0,0,19,71,16,0,0,98,131,0,-0.8750,-0.704,0.908
833,aquisicao,TRACKING,1,109,0,0,19,74,16,0,0,100,131,0,-0.8500,-0.656,0.881
834,aquisicao,TRACKING,1,121,0,0,20,85,16,0,0,102,131,0,-0.8313,-0.630,0.872
835,aquisicao,TRACKING,1,113,0,0,20,74,18,1,0,104,131,0,-0.8062,-0.591,0.855
836,aquisicao,TRACKING,1,119,0,0,21,81,17,0,0,106,131,0,-0.7812,-0.557,0.842
837,aquisicao,TRACKING,1,122,0,0,21,83,18,0,0,108,131,0,-0.7563,-0.524,0.831
838,aquisicao,TRACKING,1,133,0,0,24,90,18,0,1,110,131,0,-0.7312,-0.494,0.822
839,aquisicao,TRACKING,1,129,0,0,23,87,19,0,0,112,131,0,-0.7063,-0.463,0.813
840,aquisicao,TRACKING,1,132,0,0,24,89,18,0,0,114,131,0,-0.6875,-0.448,0.814
841,aquisicao,TRACKING,1,145,0,0,26,98,21,0,0,116,131,0,-0.6687,-0.431,0.813
842,aquisicao,TRACKING,1,148,0,0,27,100,20,0,0,118,131,0,-0.6438,-0.397,0.801
843,aquisicao,TRACKING,1,145,0,0,27,98,20,0,0,120,131,0,-0.6250,-0.380,0.800
844,aquisicao,TRACKING,1,149,0,0,27,101,20,0,1,122,131,0,-0.6125,-0.375,0.806
845,aquisicao,TRACKING,1,153,0,0,28,103,21,0,1,124,131,0,-0.5938,-0.352,0.799
846,aquisicao,TRACKING,1,156,0,0,28,106,21,0,0,126,131,0,-0.5813,-0.344,0.802
847,aquisicao,TRACKING,1,152,0,0,28,103,20,0,0,128,131,0,-0.5625,-0.319,0.793
848,aquisicao,TRACKING,1,148,0,0,27,100,20,0,0,130,131,0,-0.5500,-0.310,0.795
849,aquisicao,TRACKING,1,148,0,0,27,101,19,0,1,131,131,0,-0.5375,-0.299,0.794
850,aquisicao,TRACKING,1,148,0,0,28,101,19,0,0,131,131,0,-0.5250,-0.286,0.792
851,aquisicao,TRACKING,1,148,0,0,27,102,18,0,1,131,131,0,-0.5125,-0.273,0.790
852,aquisicao,TRACKING,1,147,0,0,27,101,18,0,0,131,131,0,-0.5000,-0.259,0.787
853,aquisicao,TRACKING,1,148,0,0,27,101,19,0,1,131,131,0,-0.4875,-0.245,0.784
854,aquisicao,TRACKING,1,149,0,0,27,104,18,0,0,131,131,0,-0.4750,-0.231,0.780
855,aquisicao,TRACKING,1,147,0,0,26,103,18,0,0,131,131,0,-0.4625,-0.217,0.777
856,aquisicao,TRACKING,1,142,0,0,26,99,17,0,0,131,131,0,-0.4500,-0.202,0.773
857,aquisicao,TRACKING,1,142,0,0,26,99,17,0,0,131,131,0,-0.4375,0.212,0.770
858,aquisicao,TRACKING,1,141,0,0,26,95,20,0,0,131,131,0,-0.4250,0.226,0.766
859,aquisicao,TRACKING,1,139,0,0,26,96,16,0,0,131,131,0,-0.4125,0.241,0.763
860,aquisicao,TRACKING,1,138,0,0,25,96,17,0,0,131,131,0,-0.4000,0.255,0.759
861,aquisicao,TRACKING,1,139,0,0,26,95,18,0,0,131,131,0,-0.3875,0.270,0.756
862,aquisicao,TRACKING,1,132,0,0,24,91,16,0,0,131,131,0,-0.3750,0.284,0.752
863,aquisicao,TRACKING,1,133,0,0,25,91,17,0,0,131,131,0,-0.3625,0.298,0.748
864,aquisicao,TRACKING,1,132,0,0,24,91,17,0,0,131,131,0,-0.3500,0.313,0.745
865,aquisicao,TRACKING,1,132,0,0,24,91,16,0,0,131,131,0,-0.3375,0.327,0.741
866,aquisicao,TRACKING,1,131,0,0,24,91,16,0,0,131,131,0,-0.3250,0.342,0.738
867,aquisicao,TRACKING,1,132,0,0,24,91,16,0,1,131,131,0,-0.3187,0.342,0.743
868,aquisicao,TRACKING,1,133,0,0,25,91,17,0,0,131,131,0,-0.3063,0.359,0.737
869,aquisicao,TRACKING,1,133,0,0,24,91,17,0,0,131,131,0,-0.2937,0.375,0.731
870,aquisicao,TRACKING,1,131,0,0,24,91,16,0,0,131,131,0,-0.2812,0.390,0.727
871,aquisicao,TRACKING,1,139,0,0,25,96,18,0,0,131,131,0,-0.2688,0.405,0.722
872,aquisicao,TRACKING,1,149,0,0,28,101,19,0,0,131,131,0,-0.2562,0.420,0.718
873,aquisicao,TRACKING,1,157,0,0,29,108,20,0,0,131,131,0,-0.2438,0.435,0.715
874,aquisicao,TRACKING,1,171,0,0,31,118,21,1,0,131,131,0,-0.2313,0.449,0.711
875,aquisicao,TRACKING,1,175,0,0,32,122,21,0,0,131,131,0,-0.2188,0.464,0.707
876,aquisicao,TRACKING,1,177,0,0,32,122,22,1,0,131,131,0,-0.2062,0.478,0.703
877,aquisicao,TRACKING,1,182,0,0,33,124,24,0,0,131,131,0,-0.1937,0.493,0.700
878,aquisicao,TRACKING,1,200,0,0,36,139,24,0,0,131,131,0,-0.1813,0.507,0.696
879,aquisicao,TRACKING,1,204,0,0,38,141,24,0,1,131,131,0,-0.1688,0.522,0.693
880,aquisicao,TRACKING,1,221,0,0,40,152,27,0,0,131,131,0,-0.1562,0.536,0.689
881,aquisicao,TRACKING,1,204,0,0,38,140,25,0,1,131,131,0,-0.1437,0.550,0.685
882,aquisicao,TRACKING,1,190,0,0,34,130,24,0,1,131,131,0,-0.1312,0.565,0.682
883,aquisicao,TRACKING,1,195,0,0,41,131,22,1,0,131,131,0,-0.1187,0.579,0.678
884,aquisicao,TRACKING,1,176,0,0,33,121,22,0,0,131,131,0,-0.1063,0.594,0.675
885,aquisicao,TRACKING,1,179,0,0,33,124,22,0,0,131,131,0,-0.0938,0.608,0.671
886,aquisicao,TRACKING,1,175,0,0,32,122,21,0,0,131,131,0,-0.0812,0.622,0.667
887,aquisicao,TRACKING,1,190,0,0,35,132,22,0,0,131,131,0,-0.0688,0.637,0.664
888,aquisicao,TRACKING,1,175,0,0,32,122,21,0,0,131,131,0,-0.0500,0.666,0.651
889,aquisicao,TRACKING,1,206,0,0,39,141,25,1,0,131,131,0,-0.0375,0.677,0.650
890,aquisicao,TRACKING,1,188,0,0,35,130,22,1,0,131,131,0,-0.0250,0.690,0.649
891,aquisicao,TRACKING,1,177,0,0,33,121,22,1,0,131,131,0,-0.0125,0.703,0.646
892,aquisicao,TRACKING,1,176,0,0,33,121,21,0,0,131,131,0,0.0000,0.717,0.643
893,aquisicao,TRACKING,1,156,0,0,28,108,19,0,0,131,131,0,0.0125,0.720,0.629
894,aquisicao,TRACKING,1,162,0,0,29,107,25,1,0,131,131,0,0.0250,0.724,0.615
895,aquisicao,TRACKING,1,162,0,0,28,114,20,0,0,131,131,0,0.0375,0.727,0.601
896,aquisicao,TRACKING,1,155,0,0,29,107,19,0,0,131,131,0,0.0500,0.731,0.586
897,aquisicao,TRACKING,1,147,0,0,27,101,19,0,0,131,131,0,0.0625,0.734,0.572
898,aquisicao,TRACKING,1,147,0,0,28,101,18,0,0,131,131,0,0.0750,0.738,0.558
899,aquisicao,TRACKING,1,147,0,0,27,101,18,0,0,131,131,0,0.0875,0.741,0.543
900,aquisicao,TRACKING,1,138,0,0,25,96,17,0,0,131,131,0,0.1000,0.745,0.529
